target_key,paper_uid,title,doi,arxiv_id,abstract,publication_date,authors,affiliations,source,affiliation_status,compliance_reason,matched_tokens,checked_affiliations,compliance_details,assessed_at,created_at,updated_at,dedup_key,title_fingerprint
student_3a385b4921095de2a6c8,doi:10.1364/ol.575140,High-efficiency optical diffractive neural network color router with one-dimensional structure,10.1364/ol.575140,,,2025-10-16 00:00:00+00,"[""Haodong Zhu"", ""Ming Zhao"", ""Ruiqi Yin"", ""Zhen Yu Yang"", ""Zhengyu Chen""]","[""Huazhong University of Science and Technology""]",openalex,non_compliant,不合规：未命中白名单机构。已检查机构：无。,[],[],"{""status"": ""non_compliant"", ""rule_id"": ""affiliation_whitelist"", ""explanation"": ""不合规：未命中白名单机构。已检查机构：无。"", ""generated_at"": ""2026-03-31T12:31:04.736870"", ""matched_tokens"": [], ""checked_affiliations"": []}",2026-03-31 06:51:09.882405+00,2026-03-31 06:51:09.720994+00,2026-03-31 12:31:04.513636+00,doi:10.1364/ol.575140,f3aea7f1c682f381c754
student_3a385b4921095de2a6c8,doi:10.3390/electronics13112069,Multi-Modal Sentiment Analysis Based on Image and Text Fusion Based on Cross-Attention Mechanism,10.3390/electronics13112069,,,2024-05-27 00:00:00+00,"[""Haodong Zhu"", ""Hongchan Li"", ""Yantong Lu""]","[""Zhengzhou University of Light Industry""]",openalex,non_compliant,不合规：未命中白名单机构。已检查机构：无。,[],[],"{""status"": ""non_compliant"", ""rule_id"": ""affiliation_whitelist"", ""explanation"": ""不合规：未命中白名单机构。已检查机构：无。"", ""generated_at"": ""2026-03-31T12:31:04.738673"", ""matched_tokens"": [], ""checked_affiliations"": []}",2026-03-31 06:51:09.884055+00,2026-03-31 06:51:09.720994+00,2026-03-31 12:31:04.513636+00,doi:10.3390/electronics13112069,68192a45e5e5ee0459f0
student_aa64416b9d9c4e74f879,doi:10.1039/d4tc05220j,Advances in metal oxide semiconductor gas sensor arrays based on machine learning algorithms,10.1039/d4tc05220j,,,2025-01-01 00:00:00+00,"[""Huizi Li"", ""Jiangchao Han"", ""Jiangong Cheng"", ""Xiang Ma"", ""Yanyan Fu""]","[""Chinese Academy of Sciences"", ""East China University of Science and Technology"", ""Shanghai Institute of Microsystem and Information Technology"", ""State Key Laboratory of Transducer Technology"", ""University of Chinese Academy of Sciences""]",openalex,non_compliant,不合规：未命中白名单机构。已检查机构：无。,[],[],"{""status"": ""non_compliant"", ""rule_id"": ""affiliation_whitelist"", ""explanation"": ""不合规：未命中白名单机构。已检查机构：无。"", ""generated_at"": ""2026-03-31T12:31:04.740566"", ""matched_tokens"": [], ""checked_affiliations"": []}",2026-03-31 06:51:09.885927+00,2026-03-31 06:51:09.720994+00,2026-03-31 12:31:04.513636+00,doi:10.1039/d4tc05220j,41d3e597a96bb562c53c
student_0767e88275338e1a987d,doi:10.1016/j.sna.2024.115926,"Comparison of the gas sensing performance of two-dimensional materials doped with metal oxides (MoTe2, WTe2) for converter transformer discharge fault gases: A DFT study",10.1016/j.sna.2024.115926,,,2024-09-27 00:00:00+00,"[""Chenmeng Liu"", ""Feifan Wu"", ""Guozhi Lin"", ""Hao Wu"", ""Haonan Xie"", ""Ming‐Han Li"", ""Tianyan Jiang"", ""Yang He""]","[""Chongqing University of Technology""]",openalex,non_compliant,不合规：未命中白名单机构。已检查机构：无。,[],[],"{""status"": ""non_compliant"", ""rule_id"": ""affiliation_whitelist"", ""explanation"": ""不合规：未命中白名单机构。已检查机构：无。"", ""generated_at"": ""2026-03-31T12:31:05.003537"", ""matched_tokens"": [], ""checked_affiliations"": []}",2026-03-31 06:51:10.188428+00,2026-03-31 06:51:09.720994+00,2026-03-31 12:31:04.513636+00,doi:10.1016/j.sna.2024.115926,3cb26e160342739c3726
student_54260a13610ad3e294bf,doi:10.1038/s41421-024-00707-7,Prediction of overall survival in stage II and III colon cancer through machine learning of rapidly-acquired proteomics,10.1038/s41421-024-00707-7,,,2024-08-13 00:00:00+00,"[""Biting Zhou"", ""Changzheng Yuan"", ""Huanhuan Gao"", ""Hui Chen"", ""Kailun Xu"", ""Miaomiao Tian"", ""Shu Zheng"", ""Sijung Hu"", ""Tiannan Guo"", ""Xi Zheng"", ""Xiaoyang Yin"", ""Xue Cai"", ""Yingkuan Shao"", ""Yongzhan Nie"", ""Yuhui Huang""]","[""Affiliated Hospital of Qingdao University"", ""Air Force Medical University"", ""National Clinical Research Center for Digestive Diseases"", ""Qingdao University"", ""Second Affiliated Hospital of Zhejiang University"", ""Westlake University"", ""Xijing Hospital"", ""Zhejiang Cancer Hospital"", ""Zhejiang University""]",openalex,non_compliant,不合规：未命中白名单机构。已检查机构：无。,[],[],"{""status"": ""non_compliant"", ""rule_id"": ""affiliation_whitelist"", ""explanation"": ""不合规：未命中白名单机构。已检查机构：无。"", ""generated_at"": ""2026-03-31T12:31:04.743769"", ""matched_tokens"": [], ""checked_affiliations"": []}",2026-03-31 06:51:09.888886+00,2026-03-31 06:51:09.720994+00,2026-03-31 12:31:04.513636+00,doi:10.1038/s41421-024-00707-7,8ed14b4fc65957175052
student_0ed0c0050e6d828e336b,doi:10.48550/arxiv.2512.10370,LLM-Empowered Representation Learning for Emerging Item Recommendation,10.48550/arxiv.2512.10370,,,2025-12-11 00:00:00+00,"[""Quanming Yao"", ""Yaqing Wang"", ""Ziying Zhang""]",[],openalex,unknown,待核验：论文缺少可识别机构信息。,[],[],"{""status"": ""unknown"", ""rule_id"": ""affiliation_whitelist"", ""explanation"": ""待核验：论文缺少可识别机构信息。"", ""generated_at"": ""2026-03-31T12:31:05.252507"", ""matched_tokens"": [], ""checked_affiliations"": []}",2026-03-31 06:51:10.433885+00,2026-03-31 06:51:09.720994+00,2026-03-31 12:31:04.513636+00,doi:10.48550/arxiv.2512.10370,1ba1f3a70befa453e0f7
student_3d88be09fff434911bbe,doi:10.1016/j.still.2025.106603,Exploring and predicting nitrogen fertilizer use efficiency of maize (Zea mays L.)-soybean (Glycine max (L.) Merr.) intercropping systems in China: A combined Meta-analysis and machine learning approach,10.1016/j.still.2025.106603,,,2025-04-21 00:00:00+00,"[""Huanjie Cai"", ""Xiaobo Gu"", ""Xuegui Zhang"", ""Yao Li"", ""Zhengxin Zhao"", ""Zongyang Li""]",[],openalex,unknown,待核验：论文缺少可识别机构信息。,[],[],"{""status"": ""unknown"", ""rule_id"": ""affiliation_whitelist"", ""explanation"": ""待核验：论文缺少可识别机构信息。"", ""generated_at"": ""2026-03-31T12:31:05.040236"", ""matched_tokens"": [], ""checked_affiliations"": []}",2026-03-31 06:51:10.233575+00,2026-03-31 06:51:09.720994+00,2026-03-31 12:31:04.513636+00,doi:10.1016/j.still.2025.106603,08eea5d44dfe7a87c5c6
student_1cab451e70db1705d25a,doi:10.1002/aisy.202500916,Iterative Data Curation for Machine Learning‐Based Inverse Design of Active Composite Plates for Four‐Dimensional Printing,10.1002/aisy.202500916,,,2025-10-05 00:00:00+00,"[""Chao Zhang"", ""Frédéric Demoly"", ""H. Jerry Qi"", ""Kun Zhou"", ""Teerapong Poltue""]","[""Centre National de la Recherche Scientifique"", ""Georgia Institute of Technology"", ""Institut Universitaire de France"", ""Nanyang Technological University"", ""Université de technologie de belfort-montbéliard""]",openalex,non_compliant,不合规：未命中白名单机构。已检查机构：无。,[],[],"{""status"": ""non_compliant"", ""rule_id"": ""affiliation_whitelist"", ""explanation"": ""不合规：未命中白名单机构。已检查机构：无。"", ""generated_at"": ""2026-03-31T12:31:04.749930"", ""matched_tokens"": [], ""checked_affiliations"": []}",2026-03-31 06:51:09.896097+00,2026-03-31 06:51:09.720994+00,2026-03-31 12:31:04.513636+00,doi:10.1002/aisy.202500916,8ba43abb8235da843d2c
student_b758da9a1ccabe276f12,doi:10.21203/rs.3.rs-7316367/v1,Multiphase CT-based Deep learning radiomics nomogram Models for preoperative WHO/ISUP grading of clear cell renal cell carcinoma: a two-center validation study,10.21203/rs.3.rs-7316367/v1,,,2025-08-22 00:00:00+00,"[""Bin Wu"", ""Cheng Yang"", ""Hongcheng Zhao"", ""Tianhao Ma"", ""Wenfeng Liao"", ""Xin Yao"", ""Yunhan Luo"", ""Zhiling Zhang""]","[""Sun Yat-sen University"", ""Sun Yat-sen University Cancer Center"", ""Tianjin Medical University Cancer Institute and Hospital""]",openalex,non_compliant,不合规：未命中白名单机构。已检查机构：无。,[],[],"{""status"": ""non_compliant"", ""rule_id"": ""affiliation_whitelist"", ""explanation"": ""不合规：未命中白名单机构。已检查机构：无。"", ""generated_at"": ""2026-03-31T12:31:04.757598"", ""matched_tokens"": [], ""checked_affiliations"": []}",2026-03-31 06:51:09.904361+00,2026-03-31 06:51:09.720994+00,2026-03-31 12:31:04.513636+00,doi:10.21203/rs.3.rs-7316367/v1,316dac8a47e0678606dd
student_3d8d10d76e80f7e311ee,doi:10.1109/esm.2025.3583835,"Artificial Intelligence and Big Data for Planning, Operating, and Restoring Sustainable Distribution Systems: Pioneering the Future of Sustainable Grids Through Data-Driven Intelligence",10.1109/esm.2025.3583835,,,2025-08-01 00:00:00+00,"[""Hongyi Li"", ""Liming Liu"", ""Wenlong Shi"", ""Zhaoyu Wang""]","[""Iowa State University""]",openalex,non_compliant,不合规：未命中白名单机构。已检查机构：无。,[],[],"{""status"": ""non_compliant"", ""rule_id"": ""affiliation_whitelist"", ""explanation"": ""不合规：未命中白名单机构。已检查机构：无。"", ""generated_at"": ""2026-03-31T12:31:04.764613"", ""matched_tokens"": [], ""checked_affiliations"": []}",2026-03-31 06:51:09.911401+00,2026-03-31 06:51:09.720994+00,2026-03-31 12:31:04.513636+00,doi:10.1109/esm.2025.3583835,a153798c3810e693dbf0
student_4ffa487748281fca0b0a,doi:10.1515/epoly-2015-0211,"Synthesis, characterization and molecular dynamics simulation of the polyacrylates membranes",10.1515/epoly-2015-0211,,,2015-12-08 00:00:00+00,"[""Jian Chen"", ""Kai Zhao"", ""Shuai Wang"", ""Xiaoping Zhan"", ""Yuankui Zhang"", ""Yuxuan Xin"", ""Zhenmin Mao""]","[""Shanghai Jiao Tong University""]",openalex,non_compliant,不合规：未命中白名单机构。已检查机构：无。,[],[],"{""status"": ""non_compliant"", ""rule_id"": ""affiliation_whitelist"", ""explanation"": ""不合规：未命中白名单机构。已检查机构：无。"", ""generated_at"": ""2026-03-31T12:31:04.770591"", ""matched_tokens"": [], ""checked_affiliations"": []}",2026-03-31 06:51:09.917149+00,2026-03-31 06:51:09.720994+00,2026-03-31 12:31:04.513636+00,doi:10.1515/epoly-2015-0211,f8d7f405985a6ebeda0a
student_6e5062acdd942941b0de,doi:10.48550/arxiv.2511.20604,On Evaluating LLM Alignment by Evaluating LLMs as Judges,10.48550/arxiv.2511.20604,,,2025-11-25 00:00:00+00,"[""Arman Cohan"", ""Pengfei Liu"", ""Yixin Liu""]",[],openalex,unknown,待核验：论文缺少可识别机构信息。,[],[],"{""status"": ""unknown"", ""rule_id"": ""affiliation_whitelist"", ""explanation"": ""待核验：论文缺少可识别机构信息。"", ""generated_at"": ""2026-03-31T12:31:04.789555"", ""matched_tokens"": [], ""checked_affiliations"": []}",2026-03-31 06:51:09.939664+00,2026-03-31 06:51:09.720994+00,2026-03-31 12:31:04.513636+00,doi:10.48550/arxiv.2511.20604,13ccc69bdf1325f4ab6c
student_3d88be09fff434911bbe,doi:10.2139/ssrn.5136602,Exploring the Potential of Improved Prosail and Hybrid Deep Learning for Monitoring the Biophysiological Traits of Film-Mulched Crops,10.2139/ssrn.5136602,,,2025-01-01 00:00:00+00,"[""Huanjie Cai"", ""Rui Yin"", ""Shikun Sun"", ""Tongtong Zhao"", ""Wenlong Li"", ""Xiaobo Gu"", ""Yadan Du"", ""Yumin Wang"", ""Zhikai Cheng""]",[],openalex,unknown,待核验：论文缺少可识别机构信息。,[],[],"{""status"": ""unknown"", ""rule_id"": ""affiliation_whitelist"", ""explanation"": ""待核验：论文缺少可识别机构信息。"", ""generated_at"": ""2026-03-31T12:31:05.041938"", ""matched_tokens"": [], ""checked_affiliations"": []}",2026-03-31 06:51:10.233895+00,2026-03-31 06:51:09.720994+00,2026-03-31 12:31:04.513636+00,doi:10.2139/ssrn.5136602,0f0f2a731bec9ae3a716
student_c598032e5b6935a61851,doi:10.3389/fonc.2022.901586,A Deep Learning System to Predict the Histopathological Results From Urine Cytopathological Images,10.3389/fonc.2022.901586,,,2022-05-24 00:00:00+00,"[""Fan Yu"", ""Hao Peng"", ""Lufan Chang"", ""Qi Shen"", ""Shancheng Fang"", ""Shen Jin"", ""Wei Yu"", ""Yixiao Liu""]","[""Beihang University"", ""Beijing Chest Hospital"", ""Peking University"", ""Peking University First Hospital""]",openalex,non_compliant,不合规：未命中白名单机构。已检查机构：无。,[],[],"{""status"": ""non_compliant"", ""rule_id"": ""affiliation_whitelist"", ""explanation"": ""不合规：未命中白名单机构。已检查机构：无。"", ""generated_at"": ""2026-03-31T12:31:04.772804"", ""matched_tokens"": [], ""checked_affiliations"": []}",2026-03-31 06:51:09.919498+00,2026-03-31 06:51:09.720994+00,2026-03-31 12:31:04.513636+00,doi:10.3389/fonc.2022.901586,be3086df5649adf19d4d
student_c1b1a82e97968d02b7a9,doi:10.18653/v1/2025.findings-acl.632,Boosting LLM Translation Skills without General Ability Loss via Rationale Distillation,10.18653/v1/2025.findings-acl.632,,,2025-01-01 00:00:00+00,"[""Bing Liu"", ""Chengqing Zong"", ""Junhong Wu"", ""Yang Zhao"", ""Yangyifan Xu""]",[],openalex,unknown,待核验：论文缺少可识别机构信息。,[],[],"{""status"": ""unknown"", ""rule_id"": ""affiliation_whitelist"", ""explanation"": ""待核验：论文缺少可识别机构信息。"", ""generated_at"": ""2026-03-31T12:31:05.055647"", ""matched_tokens"": [], ""checked_affiliations"": []}",2026-03-31 06:51:10.249892+00,2026-03-31 06:51:09.720994+00,2026-03-31 12:31:04.513636+00,doi:10.18653/v1/2025.findings-acl.632,83a7eea543704246b37e
student_6162606a57cede24e362,doi:10.1109/mdm.2019.00-53,STCNN: A Spatio-Temporal Convolutional Neural Network for Long-Term Traffic Prediction,10.1109/mdm.2019.00-53,,,2019-06-01 00:00:00+00,"[""Chi-Yin Chow"", ""Jia-Dong Zhang"", ""Zhixiang He""]","[""City University of Hong Kong""]",openalex,non_compliant,不合规：未命中白名单机构。已检查机构：无。,[],[],"{""status"": ""non_compliant"", ""rule_id"": ""affiliation_whitelist"", ""explanation"": ""不合规：未命中白名单机构。已检查机构：无。"", ""generated_at"": ""2026-03-31T12:31:04.777938"", ""matched_tokens"": [], ""checked_affiliations"": []}",2026-03-31 06:51:09.924004+00,2026-03-31 06:51:09.720994+00,2026-03-31 12:31:04.513636+00,doi:10.1109/mdm.2019.00-53,ce353f40cba328b1c5f0
student_6162606a57cede24e362,doi:10.1016/j.knosys.2022.110083,DeepMAG: Deep reinforcement learning with multi-agent graphs for flexible job shop scheduling,10.1016/j.knosys.2022.110083,,,2022-11-03 00:00:00+00,"[""Chi-Yin Chow"", ""Jia-Dong Zhang"", ""Wing-Ho Chan"", ""Zhixiang He""]","[""Beijing University of Technology""]",openalex,non_compliant,不合规：未命中白名单机构。已检查机构：无。,[],[],"{""status"": ""non_compliant"", ""rule_id"": ""affiliation_whitelist"", ""explanation"": ""不合规：未命中白名单机构。已检查机构：无。"", ""generated_at"": ""2026-03-31T12:31:04.776143"", ""matched_tokens"": [], ""checked_affiliations"": []}",2026-03-31 06:51:09.922743+00,2026-03-31 06:51:09.720994+00,2026-03-31 12:31:04.513636+00,doi:10.1016/j.knosys.2022.110083,1dc73de4f51ba5259cb2
student_6162606a57cede24e362,doi:10.1109/tits.2020.3006227,STNN: A Spatio-Temporal Neural Network for Traffic Predictions,10.1109/tits.2020.3006227,,,2020-07-16 00:00:00+00,"[""Chi-Yin Chow"", ""Jia-Dong Zhang"", ""Zhixiang He""]","[""City University of Hong Kong""]",openalex,non_compliant,不合规：未命中白名单机构。已检查机构：无。,[],[],"{""status"": ""non_compliant"", ""rule_id"": ""affiliation_whitelist"", ""explanation"": ""不合规：未命中白名单机构。已检查机构：无。"", ""generated_at"": ""2026-03-31T12:31:04.777027"", ""matched_tokens"": [], ""checked_affiliations"": []}",2026-03-31 06:51:09.923226+00,2026-03-31 06:51:09.720994+00,2026-03-31 12:31:04.513636+00,doi:10.1109/tits.2020.3006227,84e49daed1d0990bfb09
student_9f360844822dfb6e43d1,doi:10.1109/access.2023.3348244,Bridging Interpretability and Performance: Enhanced Machine Learning-Based Prediction of Hematoma Expansion Post-Stroke via Comprehensive Feature Selection,10.1109/access.2023.3348244,,,2023-12-29 00:00:00+00,"[""Beigeng Zhao"", ""Lizhi Yu"", ""Rui Song"", ""Xu Guo""]","[""Criminal Investigation Police University of China"", ""Liaoning Cancer Hospital & Institute"", ""Shanghai Public Security Bureau"", ""Shenyang Science and Technology Bureau""]",openalex,non_compliant,不合规：未命中白名单机构。已检查机构：无。,[],[],"{""status"": ""non_compliant"", ""rule_id"": ""affiliation_whitelist"", ""explanation"": ""不合规：未命中白名单机构。已检查机构：无。"", ""generated_at"": ""2026-03-31T12:31:04.779509"", ""matched_tokens"": [], ""checked_affiliations"": []}",2026-03-31 06:51:09.925921+00,2026-03-31 06:51:09.720994+00,2026-03-31 12:31:04.513636+00,doi:10.1109/access.2023.3348244,38c56c7fd75f4e55efb3
student_93ce866a92d5dc983143,doi:10.1016/j.bios.2025.117629,Multimodal sensing platform based on Fe3O4/DEX/PDA@Au(Raman reporters)@Au nanocomposites for sweat biomarkers monitoring,10.1016/j.bios.2025.117629,,,2025-05-26 00:00:00+00,"[""Bin Yu"", ""Jiaxing Cheng"", ""Lun Han"", ""Xianhong Zheng"", ""Xu Han"", ""Yanfei Ren"", ""Zhiqi Zhao""]","[""Anhui Polytechnic University"", ""Qingdao University"", ""Tianjin Academy of Environmental Sciences""]",openalex,non_compliant,不合规：未命中白名单机构。已检查机构：无。,[],[],"{""status"": ""non_compliant"", ""rule_id"": ""affiliation_whitelist"", ""explanation"": ""不合规：未命中白名单机构。已检查机构：无。"", ""generated_at"": ""2026-03-31T12:31:04.781720"", ""matched_tokens"": [], ""checked_affiliations"": []}",2026-03-31 06:51:09.929334+00,2026-03-31 06:51:09.720994+00,2026-03-31 12:31:04.513636+00,doi:10.1016/j.bios.2025.117629,f2802289f57e6ecda26c
student_93ce866a92d5dc983143,doi:10.1371/journal.pone.0337412,D2FLS-Net: Dual-Stage DEM-guided Fusion Transformer for landslide segmentation,10.1371/journal.pone.0337412,,,2025-11-26 00:00:00+00,"[""Cheng Xiao"", ""Chengwei Zhao"", ""Chong Xu"", ""Dennis Ren"", ""Long Li"", ""Xuqing Li"", ""Yubin Song"", ""Yubo Wang""]","[""China Metallurgical Geology Bureau"", ""Chinese Academy of Sciences"", ""North China Institute of Aerospace Engineering"", ""University of Chinese Academy of Sciences"", ""Xinjiang Institute of Ecology and Geography""]",openalex,non_compliant,不合规：未命中白名单机构。已检查机构：无。,[],[],"{""status"": ""non_compliant"", ""rule_id"": ""affiliation_whitelist"", ""explanation"": ""不合规：未命中白名单机构。已检查机构：无。"", ""generated_at"": ""2026-03-31T12:31:04.782849"", ""matched_tokens"": [], ""checked_affiliations"": []}",2026-03-31 06:51:09.930797+00,2026-03-31 06:51:09.720994+00,2026-03-31 12:31:04.513636+00,doi:10.1371/journal.pone.0337412,9f7623b962a4e1897888
